,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image
117,Dua Lipa,Future Nostalgia,Future Nostalgia by Dua Lipa,2019-12-13,2019.0,12.0,13.0,211667,https://genius.com/Dua-lipa-future-nostalgia-lyrics,0,2,3,future future nostalgia future nostalgia future nostalgia  you want a timeless song i wanna change the game like modern architecture john lautner coming your way i know you like this beat 'cause jeff's been doin' the damn thing you wanna turn it up loud future nostalgia is the name future nostalgia  i know you're dying trying to figure me out my name's on the tip of your tongue keep running your mouth you want the recipe but can't handle my sound my sound my sound future future nostalgia  no matter what you do i'm gonna get it without ya hey hey future nostalgia i know you ain't used to a female alpha no way no way future nostalgia no matter what you do i'm gonna get it without ya hey hey future nostalgia i know you ain't used to a female alpha no way no way future nostalgia you might also like can't be a rolling stone if you live in a glass house future nostalgia you keep on talking that talk one day you're gonna blast out you can't be bitter if i'm out here showing my face future nostalgia you want what now looks like let me give you a taste  i know you're dying trying to figure me out my name's on the tip of your tongue keep running your mouth you want the recipe but can't handle my sound my sound my sound future future nostalgia  no matter what you do i'm gonna get it without ya hey hey future nostalgia i know you ain't used to a female alpha no way no way future nostalgia no matter what you do i'm gonna get it without ya hey hey future nostalgia i know you ain't used to a female alpha no way no way future nostalgia  you can't get with this if you ain't built for this you can't get with this if you ain't built for this i can't build you up if you ain't tough enough i can't teach a man how to wear his pants haha i know you're dying trying to figure me out my name's on the tip of your tongue keep running your mouth you want the recipe but can't handle my sound my sound my sound future i know you're dying trying to figure me out my name's on the tip of your tongue keep running your mouth you want the recipe but can't handle my sound my sound my sound future future nostalgia  future nostalgia future nostalgia my sound my sound my sound future future nostalgia39,https://images.genius.com/6dd7902577d2e9ac60969524f432e007.966x966x1.jpg
118,Dua Lipa,Lost in Your Light,Lost in Your Light by Dua Lipa (Ft. Miguel),2017-04-21,2017.0,4.0,21.0,192653,https://genius.com/Dua-lipa-lost-in-your-light-lyrics,1,3,3,over and over waves of frightening feelings floating weightless i'm willing my will keeps bending and breaking honey  hold me trust me let me ride in your love all night babe hold me touch me i wanna die in your love all night babe  lost in your light baby i wanna stay right here all night baby let's get lost in the light baby i wanna stay right here all night baby  oh now everything's vivid vivid torture tempted with pleasure i'm reckless tangled suspended you want it all nothing's wasted woman  hold me trust me you know you can hide in my arms all night now hold me trust me i'm gonna ride in your love all night i'm you might also like lost in your light baby alright i wanna stay right here all night baby alright let's get lost in the light baby alright i wanna stay right here all night baby all night alright  midnight your eyes bitter wine conversations you and me some money babe i don't need a paycheck don't need a paycheck one taste and i'm hooked on it don't lie i know you want it i'm addicted to your light  lost in your light baby i wanna stay right here all night baby all night darling let's get lost in the light baby all night i wanna stay right here all night baby all night all night let's get lost in the light baby18,https://images.genius.com/6dd7902577d2e9ac60969524f432e007.966x966x1.jpg
119,Dua Lipa,Houdini,Houdini by Dua Lipa,2023-11-09,2023.0,11.0,9.0,185137,https://genius.com/Dua-lipa-houdini-lyrics,0,2,5,okay mm ah  i come and i go tell me all the ways you need me i'm not here for long catch me or i go houdini i come and i go prove you got the right to please me everybody knows catch me or i go houdini  time is passin' like a solar eclipse see you watchin' and you blow me a kiss it's your moment baby don't let it slip come in closer are you readin' my lips  they say i come and i go tell me all the ways you need me i'm not here for long catch me or i go houdini i come and i go prove you got the right to please me everybody knows catch me or i go houdini you might also like if you're good enough you'll find the way maybe you could cause a girl to change her ways do you think about it night and day maybe you could be the one to make me stay  everything you say is soundin' so sweet ahah but do you practise everythin' that you preach ahah i need something that'll make me believe ahah if you got it baby give it to me  they say i come and i go tell me all the ways you need me i'm not here for long catch me or i go houdini i come and i go i come and i go prove you got the right to please me everybody knows i'm not here for long catch me or i go houdini  if you're good enough you'll find the way maybe you could cause a girl to change her ways do you think about it night and day maybe you could be the one to make me stay ohoh ooh  i come and i go tell me all the ways you need me ooh i'm not here for long catch me or i go houdini hahaha i come and i go i come and i go prove you got the right to please me everybody knows i'm not here for long catch me or i go houdini  houdini catch me or i go houdini10,https://images.genius.com/6dd7902577d2e9ac60969524f432e007.966x966x1.jpg
120,Madonna,Like a Prayer,Like a Prayer by Madonna,1989-03-03,1989.0,3.0,3.0,478189,https://genius.com/Madonna-like-a-prayer-lyrics,0,2,2,life is a mystery everyone must stand alone i hear you call my name and it feels like home  when you call my name it's like a little prayer i'm down on my knees i want to take you there in the midnight hour i can feel your power just like a prayer you know i'll take you there  i hear your voice it's like an angel sighing i have no choice i hear your voice feels like flying i close my eyes oh god i think i'm falling out of the sky i close my eyes heaven help me you might also like when you call my name it's like a little prayer i'm down on my knees i want to take you there in the midnight hour i can feel your power just like a prayer you know i'll take you there  like a child you whisper softly to me you're in control just like a child now i'm dancing it's like a dream no end and no beginning you're here with me it's like a dream let the choir sing  when you call my name it's like a little prayer i'm down on my knees i wanna take you there in the midnight hour i can feel your power just like a prayer you know i'll take you there when you call my name it's like a little prayer i'm down on my knees i wanna take you there in the midnight hour i can feel your power just like a prayer you know i'll take you there life is a mystery everyone must stand alone i hear you call my name and it feels like home  just like a prayer your voice can take me there just like a muse to me you are a mystery just like a dream you are not what you seem just like a prayer no choice your voice can take me there  just like a prayer i'll take you there it's like a dream to me mmmm just like a prayer i'll take you there i'll take you there it's like a dream to me oh ohohoh yeah just like a prayer i'll take you there i'll take you there it's like a dream to me oh yeah yeah yeah yeah yeah yeah just like a prayer i'll take you there oh yeah it's like a dream to me oh oh just like a prayer your voice can take me there just like a muse to me you are a mystery just like a dream you are not what you seem just like a prayer no choice your voice can take me there just like a prayer your voice can take me there just like a muse to me you are a mystery just like a dream you are not what you seem just like a prayer no choice your voice can take me there your voice can take me there like a prayer  it's like a prayer your voice can take me there it's like a prayer it's like a prayer your voice can take me there it's like a prayer it's like a prayer your voice can take me there it's like a prayer it's like a prayer your voice can take me there it's like a prayer33,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
121,Madonna,Material Girl,Material Girl by Madonna,1984-11-12,1984.0,11.0,12.0,228161,https://genius.com/Madonna-material-girl-lyrics,0,1,2,some boys kiss me some boys hug me i think they're okay if they don't give me proper credit i just walk away they can beg and they can plead but they can't see the light that's right 'cause the boy with the cold hard cash is always mister right  'cause we are living in a material world and i am a material girl you know that we are living in a material world and i am a material girl  some boys romance some boys slow dance that's all right with me if they can't raise my interest then i have to let them be some boys try and some boys lie but i don't let them play no way only boys that save their pennies make my rainy day  'cause we are living in a material world and i am a material girl you know that we are living in a material world and i am a material girl living in a material world and i am a material girl you know that we are living in a material world and i am a material girl you might also like living in a material world material living in a material world living in a material world material living in a material world  boys may come and boys may go and that's all right you see experience has made me rich and now they're after me  'cause everybody's living in a material world and i am a material girl you know that we are living in a material world and i am a material girl living in a material world and i am a material girl you know that we are living in a material world and i am a material girl  a material a material a material a material world living in a material world material living in a material world living in a material world materialal living in a material world living in a material world material living in a material world living in a material world materialal living in a material world11,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
122,Madonna,La Isla Bonita,La Isla Bonita by Madonna,1987-02-25,1987.0,2.0,25.0,227002,https://genius.com/Madonna-la-isla-bonita-lyrics,0,2,3,"¿cómo puede ser verdad  last night i dreamt of san pedro just like i'd never gone i knew the song young girl with eyes like the desert it all seems like yesterday not far away  tropical the island breeze all of nature wild and free ahah ahah ahah this is where i long to be la isla bonita and when the samba played the sun would set so high ahah ahah ahah ring through my ears and sting my eyes your spanish lullaby  i fell in love with san pedro warm wind carried on the sea he called to me te dijo ""te amo"" i prayed that the days would last they went so fast  tropical the island breeze all of nature wild and free ahah ahah ahah this is where i long to be la isla bonita and when the samba played the sun would set so high ahah ahah ahah ring through my ears and sting my eyes your spanish lullaby you might also like i want to be where the sun warms the sky when it's time for siesta you can watch them go by beautiful faces no cares in this world where a girl loves a boy and a boy loves a girl  last night i dreamt of san pedro it all seems like yesterday not far away  tropical the island breeze all of nature wild and free ahah ahah ahah this is where i long to be la isla bonita and when the samba played the sun would set so high ahah ahah ahah ring through my ears and sting my eyes your spanish lullaby papapapapa tropical the island breeze all of nature wild and free ahah ahah ahah this is where i long to be la isla bonita and when the samba played the sun would set so high ahah ahah ahah ring through my ears and sting my eyes your spanish lullaby  lalalalalalala te dijo te amo lalalalalalala él dijo que te ama papapapapapapapa ahah ahah ahah la isla bonita ahah ahah ahah spanish lullaby11",https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
123,Madonna,Vogue,Vogue by Madonna,1990-03-20,1990.0,3.0,20.0,226672,https://genius.com/Madonna-vogue-lyrics,0,2,2,strike a pose strike a pose vogue vogue vogue vogue vogue vogue  look around everywhere you turn is heartache it's everywhere that you go look around you try everything you can to escape the pain of life that you know life that you know when all else fails and you long to be something better than you are today i know a place where you can get away it's called a dance floor and here's what it's for so  come on vogue vogue let your body move to the music move to the music hey hey hey come on vogue vogue let your body go with the flow go with the flow you know you can do it you might also like all you need is your own imagination so use it that's what it's for that's what it's for go inside for your finest inspiration your dreams will open the door open up the door it makes no difference if you're black or white if you're a boy or a girl if the music's pumping it will give you new life you're a superstar yes that's what you are you know it  come on vogue vogue vogue let your body groove to the music groove to the music hey hey hey come on vogue vogue vogue let your body go with the flow go with the flow you know you can do it  beauty's where you find it not just where you bump and grind it soul is in the musical that's where i feel so beautiful magical life's a ball so get up on the dance floor vogue vogue let your body move to the music move to the music hey hey hey come on vogue vogue vogue let your body go with the flow go with the flow you know you can do it  vogue vogue beauty's where you find it move to the music vogue vogue beauty's where you find it go with the flow  greta garbo and monroe dietrich and dimaggio marlon brando jimmy dean on the cover of a magazine grace kelly harlow jean picture of a beauty queen gene kelly fred astaire ginger rogers dance on air they had style they had grace rita hayworth gave good face lauren katharine lana too bette davis we love you ladies with an attitude fellas that were in the mood don't just stand there let's get to it strike a pose there's nothing to it vogue vogue oooh you've got to let your body move to the music oooh you've got to just let your body go with the flow oooh you've got to vogue vogue vogue vogue17,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
124,Madonna,Like a Virgin,Like a Virgin by Madonna,1984-10-31,1984.0,10.0,31.0,192775,https://genius.com/Madonna-like-a-virgin-lyrics,0,1,2,i made it through the wilderness somehow i made it through didn't know how lost i was until i found you i was beat incomplete i'd been had i was sad and blue but you made me feel yeah you made me feel shiny and new  like a virgin touched for the very first time like a virgin when your heart beats next to mine  gonna give you all my love boy my fear is fading fast been saving it all for you 'cause only love can last you're so fine and you're mine make me strong yeah you make me bold oh your love thawed out yeah your love thawed out what was scared and cold  like a virgin hey touched for the very first time like a virgin with your heartbeat next to mine you might also likewhoa whoa whoa whoa whoa whoa ah whoa whoa whoa  you're so fine and you're mine i'll be yours 'til the end of time 'cause you made me feel yeah you made me feel i've nothing to hide  like a virgin hey touched for the very first time like a virgin with your heartbeat next to mine  like a virgin oohooh like a virgin feels so good inside when you hold me and your heart beats and you love me ohooh ohohoh oohooh ooh ooh baby yeah can't you hear my heart beat for the very first time27,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
125,Madonna,Frozen,Frozen by Madonna,1998-02-23,1998.0,2.0,23.0,162380,https://genius.com/Madonna-frozen-lyrics,0,3,2,you only see what your eyes want to see how can life be what you want it to be you're frozen when your heart's not open you're so consumed with how much you get you waste your time with hate and regret you're broken when your heart's not open  mmmmmm if i could melt your heart mmmmmm we'd never be apart mmmmmm give yourself to me mmmmmm you hold the key  now there's no point in placing the blame and you should know i suffer the same if i lose you my heart will be broken love is a bird she needs to fly let all the hurt inside of you die you're frozen when your heart's not open  mmmmmm if i could melt your heart mmmmmm we'd never be apart mmmmmm give yourself to me mmmmmm you hold the key you might also like you only see what your eyes want to see how can life be what you want it to be you're frozen when your heart's not open  mmmmmm if i could melt your heart mmmmmm we'd never be apart mmmmmm give yourself to me mmmmmm you hold the key if i could melt your heart mmmmmm we'd never be apart mmmmmm give yourself to me mmmmmm you hold the key  if i could melt your heart14,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
126,Madonna,Hung Up,Hung Up by Madonna,2005-10-17,2005.0,10.0,17.0,125831,https://genius.com/Madonna-hung-up-lyrics,0,2,4,time goes by so slowly time goes by so slowly time goes by so slowly time goes by so slowly time goes by so slowly time goes by so slowly  every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you  time goes by so slowly for those who wait no time to hesitate those who run seem to have all the fun i'm caught up i don't know what to do  time goes by so slowly time goes by so slowly time goes by so slowly i don't know what to do you might also like every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you  ring ring ring goes the telephone the lights are on but there's no one home tick tick tock it's a quarter to two and i'm done i'm hanging up on you  i can't keep on waiting for you i know that you're still hesitating don't cry for me 'cause i'll find my way you'll wake up one day but it'll be too late  every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you every little thing every little thing i'm hung up i'm hung up on you waiting for your call waiting for your call i'm fed up i'm tired waiting on you  time goes by so slowly time goes by so slowly time goes by so slowly time goes by so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so slowly so i don't know what to do  every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you every little thing that you say or do i'm hung up i'm hung up on you waiting for your call baby night and day i'm fed up i'm tired of waiting on you every little thing every little thing i'm hung up i'm hung up on you waiting for your call waiting for your call i'm fed up i'm tired waiting on you19,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
127,Madonna,Bitch I’m Madonna,Bitch I'm Madonna by Madonna (Ft. Nicki Minaj),2015-06-15,2015.0,6.0,15.0,123119,https://genius.com/Madonna-bitch-im-madonna-lyrics,1,2,7,"oohoohoohoohooh oohoohoohoohooh love this you're gonna love this oohoohoohoohooh you can't touch this oohoohoohoohooh 'cause i'm a bad bitch  we hit the elevator right up to the rooftop the bass is pumping make me wanna screw the top off yeah we'll be drinkin' and nobody's gonna stop us and we'll be kissin' anybody that's around us  i just wanna have fun tonight blow up this shit tonight put me under the flashin' light ohohohoh let me blow up this house tonight gonna blow up   we go hard or we go home we gon' do this all night long we get freaky if you want nanananana we go hard or we go home we gon' do this all night long we get freaky if you want bitch i'm madonna you might also like bitch bitch i'm madonna bitch bitch i'm madonna  we're jumpin' in the pool and swimming with our clothes on i poured a beer into my shoe and got my freak on the neighbor's pissed and says he's gonna call the fiveo if they show up then we are gonna give a good show  i just wanna go up tonight pull me under the flashin' light ohohohoh let me blow up this house tonight gon' blow up  uh beepbeep bitch move  we go hard or we go home we gon' do this all night long we get freaky if you want nanananana ooh we go hard or we go home we gon' do this all night long we get freaky if you want bitch i'm madonna bitch bitch i'm madonna bitch i'm madonna bitch i'm madonna bitch i'm madonna bitch i'm madonna bitch i'm madonna bitch i'm madonna bitch i'm madonna  who do you think you are you can't mess with this lucky star ohohohoh who do you think you are  uh poured up with my nose up and that rose up in that thinga i'm froze up with my stove up 'cause he eatin' like it's his dinner i run shit i don't fall back 'cause i'm on track i'm a sprinter i'm bossed up i got 'em awestruck it's not a tossup i'm the winner beepbeep bitch move 'fore i bangbang with that uzi that's miu miu on my shoes ain't got a thing left for me to prove uh it's that bottle service all night it's that pop and urban just right it's that ""go hard or go home"" zone bitch i'm madonna these hoes know we go hard or we go home we gon' do this all night long we get freaky if you want nanananana ooh we go hard or we go home we gon' do this all night long we get freaky if you want bitch i'm madonna  we do it like this you're gonna love this you can't touch this 'cause i'm a bad bitch who do you think you are 'cause i'm a bad bitch who do you think you are 'cause i'm a bad bitch who do you think you are 'cause i'm a bad bitch who do you think you are  gohardorgohome zone bitch i'm madonna these hoes know gohardorgohome zone bitch i'm madonna these hoes know61",https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
128,Madonna,Papa Don’t Preach,Papa Don't Preach by Madonna,1986-06-11,1986.0,6.0,11.0,99193,https://genius.com/Madonna-papa-dont-preach-lyrics,0,2,2,papa i know you're going to be upset 'cause i was always your little girl but you should know by now i'm not a baby you always taught me right from wrong i need your help daddy please be strong i may be young at heart but i know what i'm saying  the one you warned me all about the one you said i could do without we're in an awful mess and i don't mean maybe please  papa don't preach i'm in trouble deep papa don't preach i've been losing sleep but i made up my mind i'm keeping my baby ooh i'm gonna keep my baby mm  he says that he's going to marry me and we can raise a little family maybe we'll be all right it's a sacrifice you might also like but my friends keep telling me to give it up saying i'm too young i ought to live it up what i need right now is some good advice please  papa don't preach i'm in trouble deep papa don't preach i've been losing sleep but i made up my mind i'm keeping my baby ooh i'm gonna keep my baby ooh ooh  daddy daddy if you could only see just how good he's been treating me you'd give us your blessing right now 'cause we are in love we are in love in love so please so  papa don't preach i'm in trouble deep papa don't preach i've been losing sleep but i made up my mind i'm keeping my baby ooh i'm gonna keep my baby ooh ooh papa don't preach i'm in trouble deep papa don't preach i've been losing sleep papa don't preach i'm in trouble deep papa don't preach i've been losing sleep papa don't preach oh i'm gonna keep my baby papa don't preach ooh papa don't preach don't you stop loving me daddy papa don't preach i know i'm keeping my baby12,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
129,Madonna,Into the Groove,Into the Groove by Madonna,1985-07-15,1985.0,7.0,15.0,97506,https://genius.com/Madonna-into-the-groove-lyrics,0,2,2,and you can dance for inspiration come on i'm waiting  get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be  music can be such a revelation dancing around you feel the sweet sensation we might be lovers if the rhythm's right i hope this feeling never ends tonight  only when i'm dancing can i feel this free at night i lock the doors where no one else can see i'm tired of dancing here all by myself tonight i want to dance with someone else you might also like get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be  gonna get to know you in a special way this doesn't happen to me every day don't try to hide it love wears no disguise i see the fire burning in your eyes  only when i'm dancing can i feel this free at night i lock the doors where no one else can see i'm tired of dancing here all by myself tonight i want to dance with someone else  get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be yeah live out your fantasy here with me just let the music set you free touch my body and move in time now i know you're mine you've got to  get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be  only when i'm dancing can i feel this free at night i lock the doors where no one else can see i'm tired of dancing here all by myself tonight i want to dance with someone else  live out your fantasy here with me just let the music set you free touch my body and move in time now i know you're mine now i know you're mine now i know you're mine now i know you're mine now i know you're mine you've got to get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be you've got to get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be you've got to  get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be you've got to get into the groove boy you've got to prove your love to me yeah get up on your feet yeah step to the beat boy what will it be you've got to8,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
130,Madonna,4 Minutes,4 Minutes by Madonna (Ft. Justin Timberlake & Timbaland),2008-03-17,2008.0,3.0,17.0,93575,https://genius.com/Madonna-4-minutes-lyrics,2,3,4,"i'm outta time and all i got is four minutes fikki fikki four minutes aye i'm outta time and all i got is four minutes fikki fikki four minutes aye i'm outta time and all i got is four minutes four four fikki fikki four minutes aye i'm outta time and all i got is four minutes four four fikki fikki four minutes aye i'm outta time and all i got is four minutes four four fikki fikki four minutes aye i'm outta time and all i got is four minutes four four fikki fikki four minutes aye i'm outta time and all i got is four minutes four four fikki fikki four minutes aye i'm outta time and all i got is four minutes four four fikki fikki ow ow c'mon ah yeah ha breakdown c'mon  hey uh c'mon madonna  c'mon boy i've been waiting for somebody to pick up my stroll ah ah well don't waste time give me a sign tell me how you wanna roll mmm i want somebody to speed it up for me then take it down slow there's enough room for both well i can handle that you just gotta show me where it's at are you ready to go are you ready to go fikki fikki fikki fikki come on you might also like if you want it you already got it if you thought it it better be what you want fikki fikki ow if you feel it it must be real just say the word and i'ma give you what you want  time is waiting we only got four minutes to save the world no hesitating grab a boy then grab a girl time is waiting we only got four minutes to save the world no hesitating we only got four minutes heh afour minutes  so keep it up keep it up don't be a priheymadonna uh you gotta get in line hop tick tock tick tock tick tock that's right keep it up keep it up don't be a priheymadonna uh you gotta get in line hop tick tock tick tock tick tock sometimes i think what i need is a ""you"" intervention yeah ah and you know i can tell that you like it and that it's good by the way that you move oh hey the road to hell is paved with good intentions yeah but if i die tonight at least i can say i did what i wanted to do tell me how 'bout you  fikki fikki ow if you want it you already got it if you thought it it better be what you want come on if you feel it it must be real just say the word and i'ma give you what you want  the time is waiting we only got four minutes to save the world no hesitating grab a boy then grab a girl time is waiting we only got four minutes to save the world no hesitating we only got four minutes heh afour minutes  so keep it up keep it up don't be a priheymadonna uh you gotta get in line hop tick tock tick tock tick tock that's right keep it up keep it up don't be a priheymadonna uh you gotta get in line hop tick tock tick tock tick tock breakdown yeah tick tock tick tock tick tock yeah uh tick tock tick tock tick tock i only got four minutes to save the world12",https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
131,Madonna,Music,Music by Madonna,2000-08-21,2000.0,8.0,21.0,84687,https://genius.com/Madonna-music-lyrics,0,2,2,hey mr dj put a record on i wanna dance with my baby  do you like to boogiewoogie do you like to boogiewoogie do you like to boogiewoogie do you like my acid rock  hey mr dj put a record on i wanna dance with my baby and when the music starts i never wanna stop it's gonna drive me crazy  music music music music music music music music music  music makes the people come together music mix the bourgeoisie and the rebel  don't think of yesterday and i don't look at the clock i like to boogiewoogie uhuh it's like ridin' on the wind and it never goes away touches everything i'm in got to have it every day you might also like music makes the people come together yeah music mix the bourgeoisie and the rebel  hey mr dj  do you like to boogiewoogie do you like to boogiewoogie do you like to boogiewoogie do you like my acid rock  hey mr dj put a record on i wanna dance with my baby and when the music starts i never wanna stop it's gonna drive me crazy uhuhuh  music makes the people come together yeah music mix the bourgeoisie and the rebel  do you like to boogiewoogie do you like to boogiewoogie do you like to boogiewoogie do you like my acid rock do you like to boogiewoogie do you like to boogiewoogie do you like to boogiewoogie do you like my acid rock7,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
132,Madonna,Express Yourself,Express Yourself by Madonna,1989-03-21,1989.0,3.0,21.0,76258,https://genius.com/Madonna-express-yourself-lyrics,0,2,2,hoo hoo come on girls do you believe in love 'cause i got something to say about it and it goes something like this  don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real  you don't need diamond rings or eighteen karat gold fancy cars that go very fast you know they never last no no what you need is a big strong hand to lift you to your higher ground make you feel like a queen on a throne make him love you 'til you can't come down you'll never come down you might also like don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real  long stem roses are the way to your heart but he needs to start with your head satin sheets are very romantic what happens when you're not in bed you deserve the best in life so if the time isn't right then move on second best is never enough you'll do much better baby on your own baby on your own  don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real express yourself you've got to make him express himself hey hey hey hey so if you want it right now make him show you how express what he's got oh baby ready or not and when you're gone he might regret it think about the love he once had try to carry on but he just won't get it he'll be back on his knees to express himself you've got to make him express himself hey hey  what you need is a big strong hand to lift you to your higher ground make you feel like a queen on a throne make him love you 'til you can't come down you'll never come down  and when you're gone he might regret it think about the love he once had try to carry on but he just won't get it he'll be back on his knees so please  don't go for second best baby put your love to the test you know you know you've got to make him express how he feels and maybe then you'll know your love is real express yourself you've got to make him express himself hey hey hey hey so if you want it right now make him show you how express what he's got oh baby ready or not express yourself you've got to make him so you can respect yourself hey hey so if you want it right now make him show you how express what he's got oh baby ready or not express yourself9,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
133,Madonna,Dark Ballet,Dark Ballet by Madonna,2019-06-07,2019.0,6.0,7.0,73346,https://genius.com/Madonna-dark-ballet-lyrics,0,2,2,it's a beautiful life but i'm not concerned it's a beautiful dream but a dream is earned i can dress like a boy i can dress like a girl keep your beautiful words 'cause i'm not concerned  'cause your world is such a shame 'cause your world's obsessed with fame 'cause your world's in so much pain 'cause your world is 'cause your world is up in flames  it's a beautiful plan hmm but i'm not concerned oh yeah it's a beautiful game hmm that i never learned people tell me to shut my mouth shut your mouth that i might get burned keep your beautiful lies hmm 'cause i'm not concerned  'cause your world is such a shame 'cause your world's obsessed with fame 'cause your world's in so much pain 'cause your world is 'cause your world is—  i will﻿ not denounce the things that i have said i will not renounce my faith in my sweet lord he has chosen me to fight against the english and i'm not afraid at all to die 'cause i believe him god is on my side and i'll be his bride i am not afraid 'cause i have faith in him you can cut my hair and throw me in a jail cell say that i'm a witch and burn me at the stake it's all a big mistake don't you know to doubt him is a sin i won't give in you might also like they are so naive they think we are not aware of their crimes we know but we are just not ready to act the storm isn't in the air it's inside of us i want to tell you about love and loneliness but it's getting late now can't you hear outside of your supreme hoodie the wind that's beginning to howl  it's a beautiful life16,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
134,Madonna,God Control,God Control by Madonna,2019-06-14,2019.0,6.0,14.0,73317,https://genius.com/Madonna-god-control-lyrics,0,3,2,everybody knows the damn truth our nation lied we lost respect when we wake up what can we do get the kids ready take them to school everybody knows they don’t have a chance to get a decent job to have a normal life when they talk reforms it makes me laugh they pretend to help it makes me laugh i think i understand why peopl﻿e get a gun i think i understand why we all give up every day they have a kind of victory blood of innocence spread everywhe﻿re they say that we need love but we need more than this  we lost god control we lost god control we lost god control we lost god control  this is your wakeup call i'm like your nightmare i'm here to start your day this is your wakeup call we don’t have to fall a new democracy god and pornography a new democracy you might also like people think that i’m insane the only gun is in my brain each new birth it gives me hope that’s why i don’t smoke that dope insane people think i am brain inside my only friend hope it gives me birth each new that dope i don’t smoke it’s true  everybody knows the damn truth everybody knows the damn truth wake u﻿p we need to wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up we need to make up make up make up make up make up make up make up make up make up make up it’s a hustle yeah it’s a hustle it’s a con it’s a hustle it’s a weird kind of energy a bizarre thing that happens to be an abnormal fraternity and i feel more than sympathy we got to wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up we need to make up make up make up make up make up make up make up make up make up make up  people think that i’m insane the only gun is in my brain each new birth it gives me hope that’s why i don’t smoke that dope insane people think i am brain inside my only friend hope it gives me birth each new that dope i don’t smoke it’s true everybody knows the damn truth everybody knows the damn truth we got to wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up ah ah ah ah  a new democracy  everybody knows the damn truth our nation lied we’ve lost respect when we wake up what can we do get the kids ready take them to school everybody knows they don’t have a chance get a decent job have a normal life when they talk reforms﻿ it makes me laugh they pretend to help it makes me laugh  we lost god control we lost god control we lost god control we lost god control we lost god control wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up wake up30,https://images.genius.com/b34e29b946e7b5893d8ce7ca25bf0f8e.400x400x1.jpg
